sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,G_avg,pass
F,17,U,GT3,T,3,2,other,other,home,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,Math,5.0,False
F,18,U,LE3,T,3,3,services,services,home,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,Math,16.0,True
F,17,R,GT3,A,3,2,other,other,home,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,Math,9.666666666666666,True
F,19,U,GT3,T,2,1,services,services,home,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,Math,11.333333333333334,True
M,18,U,GT3,T,4,4,teacher,services,home,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,Math,6.666666666666667,False
M,18,U,LE3,T,3,4,services,other,home,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,Math,15.333333333333334,True
F,17,U,GT3,A,2,2,at_home,at_home,home,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,Math,5.666666666666667,False
F,18,U,GT3,T,2,3,at_home,other,course,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,Math,10.333333333333334,True
F,18,U,GT3,T,3,2,other,services,other,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,Math,13.333333333333334,True
M,18,R,GT3,T,4,3,teacher,services,course,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,Math,15.666666666666666,True
M,18,U,GT3,T,4,3,teacher,other,course,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,Math,9.666666666666666,False
F,17,U,GT3,T,4,3,health,other,reputation,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,Math,14.333333333333334,True
M,18,R,GT3,T,3,2,other,other,course,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,Math,12.333333333333334,True
M,19,R,GT3,T,1,1,other,services,home,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,Math,7.666666666666667,False
M,17,U,GT3,T,3,3,health,other,course,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,Math,13.0,True
M,18,U,LE3,T,1,3,at_home,services,course,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,Math,7.666666666666667,False
M,19,R,GT3,T,1,1,other,other,home,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,Math,8.0,False
M,17,R,GT3,T,4,3,services,other,home,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,Math,11.666666666666666,True
F,18,U,GT3,T,3,3,services,services,course,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,Math,9.333333333333334,False
F,17,R,GT3,T,4,4,teacher,services,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,Math,12.666666666666666,True
F,17,U,LE3,A,3,2,services,other,reputation,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,Math,11.666666666666666,True
M,18,U,LE3,T,1,1,other,services,home,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,Math,10.0,True
F,18,U,LE3,T,1,1,at_home,services,course,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,Math,16.666666666666668,True
F,18,R,LE3,A,1,4,at_home,other,course,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,Math,13.0,True
M,18,R,LE3,T,1,1,at_home,other,other,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,Math,12.333333333333334,True
F,18,U,GT3,T,3,3,services,services,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,Math,10.666666666666666,True
F,17,U,LE3,T,4,4,at_home,at_home,course,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,Math,15.333333333333334,True
F,17,R,GT3,T,1,2,other,services,course,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,Math,11.666666666666666,True
M,18,R,GT3,T,1,3,at_home,other,course,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,Math,10.0,True
M,18,U,LE3,T,4,4,teacher,services,other,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,Math,13.0,True
F,17,R,GT3,T,1,1,other,services,reputation,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,Math,4.333333333333333,False
F,18,U,GT3,T,2,3,at_home,services,course,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,Math,10.333333333333334,True
F,18,R,GT3,T,4,4,other,teacher,other,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,Math,12.333333333333334,True
F,19,U,LE3,T,3,2,services,services,home,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,Math,7.666666666666667,False
M,18,R,LE3,T,1,2,at_home,services,other,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,Math,12.666666666666666,True
F,17,U,GT3,T,2,2,other,at_home,home,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,Math,11.666666666666666,True
F,17,R,GT3,T,1,2,other,other,course,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,Math,5.333333333333333,False
F,18,R,LE3,T,4,4,other,other,reputation,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,Math,18.666666666666668,True
F,18,R,GT3,T,1,1,other,other,home,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,Math,8.666666666666666,True
F,20,U,GT3,T,4,2,health,other,course,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,Math,14.666666666666666,True
F,18,R,LE3,T,4,4,teacher,services,course,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,Math,9.0,True
F,18,U,GT3,T,3,3,other,other,home,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,Math,15.0,True
F,17,R,GT3,T,3,1,at_home,other,reputation,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,Math,10.0,True
M,18,U,GT3,T,4,4,teacher,teacher,home,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,Math,14.333333333333334,True
M,18,R,GT3,T,2,1,other,other,other,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,Math,6.666666666666667,False
M,17,U,GT3,T,2,3,other,services,home,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,Math,10.666666666666666,True
M,19,R,GT3,T,1,1,other,services,other,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,Math,3.6666666666666665,False
M,18,R,GT3,T,4,2,other,other,home,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,Math,5.333333333333333,False
F,18,R,GT3,T,2,2,at_home,other,other,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,Math,9.666666666666666,True
F,18,R,GT3,T,4,4,teacher,at_home,reputation,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,Math,5.666666666666667,False
F,19,R,GT3,T,2,3,services,other,course,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,Math,4.0,False
F,18,U,LE3,T,3,1,teacher,services,course,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,Math,8.0,False
F,18,U,GT3,T,1,1,other,other,course,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,Math,3.6666666666666665,False
M,20,U,LE3,A,2,2,services,services,course,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,Math,9.0,False
M,17,U,LE3,T,3,1,services,services,course,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,Math,15.333333333333334,True
M,21,R,GT3,T,1,1,other,other,course,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,Math,8.333333333333334,False
M,18,R,LE3,T,3,2,services,other,course,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,Math,11.0,True
M,19,U,LE3,T,1,1,other,at_home,course,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,Math,8.666666666666666,False
F,18,U,GT3,A,4,4,at_home,teacher,course,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,4,0,11,11,Portuguese,7.333333333333333,True
F,17,U,GT3,T,1,1,at_home,other,course,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,9,11,11,Portuguese,10.333333333333334,True
F,15,U,LE3,T,1,1,at_home,other,other,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,6,12,13,12,Portuguese,12.333333333333334,True
F,15,U,GT3,T,4,2,health,services,home,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,14,14,14,Portuguese,14.0,True
F,16,U,GT3,T,3,3,other,other,home,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,11,13,13,Portuguese,12.333333333333334,True
M,16,U,LE3,T,4,3,services,other,reputation,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,12,12,13,Portuguese,12.333333333333334,True
M,16,U,LE3,T,2,2,other,other,home,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,13,12,13,Portuguese,12.666666666666666,True
F,17,U,GT3,A,4,4,other,teacher,home,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,10,13,13,Portuguese,12.0,True
M,15,U,LE3,A,3,2,services,other,home,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,0,15,16,17,Portuguese,16.0,True
M,15,U,GT3,T,3,4,other,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,12,12,13,Portuguese,12.333333333333334,True
F,15,U,GT3,T,4,4,teacher,health,reputation,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,14,14,14,Portuguese,14.0,True
F,15,U,GT3,T,2,1,services,other,reputation,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,10,12,13,Portuguese,11.666666666666666,True
M,15,U,LE3,T,4,4,health,services,course,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,12,13,12,Portuguese,12.333333333333334,True
M,15,U,GT3,T,4,3,teacher,other,course,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,12,12,13,Portuguese,12.333333333333334,True
M,15,U,GT3,A,2,2,other,other,home,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,14,15,Portuguese,14.333333333333334,True
F,16,U,GT3,T,4,4,health,other,home,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,17,17,17,Portuguese,17.0,True
F,16,U,GT3,T,4,4,services,services,reputation,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,13,13,14,Portuguese,13.333333333333334,True
F,16,U,GT3,T,3,3,other,other,reputation,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,13,14,14,Portuguese,13.666666666666666,True
M,17,U,GT3,T,3,2,services,services,course,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7,Portuguese,7.666666666666667,False
M,16,U,LE3,T,4,3,health,other,home,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,12,12,12,Portuguese,12.0,True
M,15,U,GT3,T,4,3,teacher,other,reputation,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,12,13,14,Portuguese,13.0,True
M,15,U,GT3,T,4,4,health,health,other,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,11,12,12,Portuguese,11.666666666666666,True
M,16,U,LE3,T,4,2,teacher,other,course,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,12,13,14,Portuguese,13.0,True
M,16,U,LE3,T,2,2,other,other,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,10,10,10,Portuguese,10.0,True
F,15,R,GT3,T,2,4,services,health,course,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,10,Portuguese,10.333333333333334,True
F,16,U,GT3,T,2,2,services,services,home,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,10,11,12,Portuguese,11.0,True
M,15,U,GT3,T,2,2,other,other,home,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,11,12,12,Portuguese,11.666666666666666,True
M,15,U,GT3,T,4,2,health,services,other,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,11,11,11,Portuguese,11.0,True
M,16,U,LE3,A,3,4,services,other,home,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,12,13,Portuguese,12.333333333333334,True
M,16,U,GT3,T,4,4,teacher,teacher,home,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,12,Portuguese,11.666666666666666,True
M,15,U,GT3,T,4,4,health,services,home,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,10,11,11,Portuguese,10.666666666666666,True
M,15,U,GT3,T,4,4,services,services,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,15,15,15,Portuguese,15.0,True
M,15,R,GT3,T,4,3,teacher,at_home,course,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,13,14,15,Portuguese,14.0,True
M,15,U,LE3,T,3,3,other,other,course,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,13,12,12,Portuguese,12.333333333333334,True
M,16,U,GT3,T,3,2,other,other,home,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,12,12,12,Portuguese,12.0,True
F,15,U,GT3,T,2,3,other,other,other,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,11,11,11,Portuguese,11.0,True
M,15,U,LE3,T,4,3,teacher,services,home,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,14,14,14,Portuguese,14.0,True
M,16,R,GT3,A,4,4,other,teacher,reputation,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,13,13,13,Portuguese,13.0,True
F,15,R,GT3,T,3,4,services,health,course,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,11,12,12,Portuguese,11.666666666666666,True
F,15,R,GT3,T,2,2,at_home,other,reputation,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12,Portuguese,13.0,True
F,16,U,LE3,T,2,2,other,other,home,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,11,11,10,Portuguese,10.666666666666666,True
M,15,U,LE3,T,4,4,teacher,other,home,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,10,11,11,Portuguese,10.666666666666666,True
M,15,U,GT3,T,4,4,services,teacher,course,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,14,15,15,Portuguese,14.666666666666666,True
M,15,U,GT3,T,2,2,services,services,course,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,9,10,10,Portuguese,9.666666666666666,True
F,16,U,LE3,T,2,2,other,at_home,course,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11,Portuguese,10.666666666666666,True
F,15,U,LE3,A,4,3,other,other,course,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,11,Portuguese,10.666666666666666,True
F,16,U,LE3,A,3,3,other,services,home,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,13,12,13,Portuguese,12.666666666666666,True
M,16,U,GT3,T,4,3,health,services,reputation,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,17,17,17,Portuguese,17.0,True
M,15,U,GT3,T,4,2,teacher,other,home,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,11,12,13,Portuguese,12.0,True
F,15,U,GT3,T,4,4,services,teacher,other,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,13,12,12,Portuguese,12.333333333333334,True
F,16,U,LE3,T,2,2,services,services,course,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,14,13,13,Portuguese,13.333333333333334,True
F,15,U,LE3,T,4,2,health,other,other,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,16,14,16,Portuguese,15.333333333333334,True
M,15,U,LE3,A,4,2,health,health,other,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,10,9,9,Portuguese,9.333333333333334,False
F,15,U,GT3,T,4,4,services,services,course,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,13,12,12,Portuguese,12.333333333333334,True
F,15,U,LE3,A,3,3,other,other,other,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,13,12,13,Portuguese,12.666666666666666,True
F,16,U,GT3,A,2,1,other,other,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12,Portuguese,12.333333333333334,True
F,15,U,GT3,A,4,3,services,services,reputation,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,15,14,15,Portuguese,14.666666666666666,True
M,15,U,GT3,T,4,4,teacher,health,reputation,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,15,15,16,Portuguese,15.333333333333334,True
M,15,U,LE3,T,1,2,other,at_home,home,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,14,13,14,Portuguese,13.666666666666666,True
F,16,U,GT3,T,4,2,services,other,course,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,16,15,16,Portuguese,15.666666666666666,True
F,16,R,GT3,T,4,4,health,teacher,other,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,17,16,16,Portuguese,16.333333333333332,True
F,16,U,GT3,T,1,1,services,services,course,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,10,10,16,Portuguese,12.0,True
F,16,U,LE3,T,1,2,other,services,reputation,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,13,13,10,Portuguese,12.0,True
F,16,U,GT3,T,4,3,teacher,health,home,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,14,13,13,Portuguese,13.333333333333334,True
F,15,U,LE3,T,4,3,services,services,reputation,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12,12,Portuguese,12.333333333333334,True
F,16,U,LE3,T,4,3,teacher,services,course,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,16,Portuguese,15.666666666666666,True
M,15,U,GT3,A,4,4,other,services,reputation,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,11,12,12,Portuguese,11.666666666666666,True
F,16,U,GT3,T,3,1,services,other,course,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,10,9,10,Portuguese,9.666666666666666,True
F,15,R,LE3,T,2,2,health,services,reputation,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11,10,11,Portuguese,10.666666666666666,True
F,15,R,LE3,T,3,1,other,other,reputation,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,15,15,15,Portuguese,15.0,True
M,16,U,GT3,T,3,1,other,other,reputation,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,13,11,11,Portuguese,11.666666666666666,True
M,15,U,GT3,T,4,2,other,other,course,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,11,9,10,Portuguese,10.0,True
F,15,R,GT3,T,1,1,other,other,reputation,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11,Portuguese,11.666666666666666,True
M,16,U,GT3,T,3,1,other,other,reputation,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14,Portuguese,13.333333333333334,True
F,16,U,GT3,T,3,3,other,services,home,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11,Portuguese,11.0,True
M,15,U,GT3,T,4,3,teacher,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11,Portuguese,11.0,True
M,15,U,GT3,T,4,0,teacher,other,course,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11,Portuguese,11.333333333333334,True
F,16,U,GT3,T,2,2,other,other,reputation,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13,Portuguese,13.0,True
M,17,U,GT3,T,2,1,other,other,home,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10,Portuguese,9.333333333333334,True
F,16,U,GT3,T,3,4,at_home,other,course,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,12,11,11,Portuguese,11.333333333333334,True
M,15,U,GT3,T,2,3,other,services,course,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,Portuguese,11.333333333333334,True
M,15,U,GT3,T,2,3,other,other,home,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,Portuguese,9.333333333333334,False
F,15,U,LE3,T,3,2,services,other,reputation,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11,Portuguese,11.333333333333334,True
M,15,U,LE3,T,2,2,services,services,home,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,Portuguese,12.666666666666666,True
F,15,U,GT3,T,1,1,other,other,home,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,Portuguese,12.333333333333334,True
F,15,U,GT3,T,4,4,services,services,reputation,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,Portuguese,11.666666666666666,True
F,16,U,LE3,T,2,2,at_home,other,course,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11,Portuguese,11.666666666666666,True
F,15,U,GT3,T,4,2,other,other,reputation,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,Portuguese,15.0,True
M,16,U,GT3,T,2,2,services,other,reputation,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11,Portuguese,11.0,True
M,16,U,LE3,A,4,4,teacher,health,reputation,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10,Portuguese,9.333333333333334,True
F,16,U,GT3,T,3,3,other,other,home,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,Portuguese,10.333333333333334,True
F,15,U,GT3,T,4,3,services,other,reputation,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,Portuguese,13.333333333333334,True
F,16,U,LE3,T,3,1,other,other,home,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,Portuguese,12.333333333333334,True
F,16,U,GT3,T,4,2,teacher,services,home,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,Portuguese,13.666666666666666,True
M,15,U,LE3,T,2,2,services,health,reputation,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,Portuguese,11.666666666666666,True
F,15,R,GT3,T,1,1,at_home,other,home,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,Portuguese,13.0,True
M,16,R,GT3,T,4,3,services,other,reputation,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11,Portuguese,10.333333333333334,True
F,16,U,GT3,T,2,1,other,other,course,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12,Portuguese,12.333333333333334,True
F,16,U,GT3,T,4,4,other,other,reputation,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,Portuguese,12.666666666666666,True
F,16,U,GT3,T,4,3,other,at_home,course,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13,Portuguese,12.666666666666666,True
M,16,U,GT3,T,4,4,services,services,other,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,Portuguese,8.666666666666666,False
M,16,U,GT3,T,4,4,services,teacher,other,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,Portuguese,16.0,True
M,15,U,GT3,T,4,4,services,other,course,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,Portuguese,12.333333333333334,True
F,15,U,GT3,T,3,2,services,other,home,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,Portuguese,10.333333333333334,True
M,15,U,GT3,A,3,4,services,other,course,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,Portuguese,16.0,True
F,15,U,GT3,A,3,3,other,health,reputation,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,Portuguese,10.0,True
F,15,U,GT3,T,2,2,other,other,course,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,Portuguese,10.0,True
M,16,U,GT3,T,3,3,services,other,home,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,Portuguese,13.666666666666666,True
